,Title,Authors,Avg Ratings,Ratings,Published_year,Pages
279,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
280,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
281,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
282,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
283,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
284,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
285,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770108,2013,432.0
286,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
287,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
288,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
289,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
290,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
291,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
292,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
293,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
294,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
295,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.01,945437,2015,388.0
296,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,451283,2008,471.0
297,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.53,392955,2008,572.0
298,Uprooted (Hardcover),Naomi Novik,4.04,227950,2015,438.0
299,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
300,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3730716,1998,341.0
301,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3781804,1937,366.0
302,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,4.58,3140961,2005,652.0
303,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2409554,1996,835.0
304,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2738000,1954,432.0
305,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1847530,2015,419.0
306,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,909979,1998,784.0
307,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,923793,1954,448.0
308,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,921142,2007,662.0
309,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,859338,1955,432.0
310,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,874241,2015,465.0
311,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.47,629105,2006,537.0
312,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.3,2796928,2005,377.0
313,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2681223,1950,206.0
314,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,909466,2012,358.0
315,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,757980,2000,1177.0
316,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,1182547,2012,432.0
317,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,712480,2005,1060.0
318,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.02,1488947,1995,399.0
319,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.94,1712396,2002,503.0
320,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.06,1034909,2018,370.0
321,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1358088,2016,624.0
322,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,635953,2011,1125.0
323,American Gods (Kindle Edition),Neil Gaiman,4.11,903828,2001,635.0
324,The Night Circus (Hardcover),Erin Morgenstern,4.02,931026,2011,400.0
325,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1951759,2007,485.0
326,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6305687,2005,498.0
327,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.06,334081,2015,400.0
328,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,454838,2010,1007.0
329,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
330,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
331,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
332,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
333,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
334,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
335,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770108,2013,432.0
336,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
337,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
338,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
339,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
340,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
341,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
342,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
343,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
344,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
345,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.01,945437,2015,388.0
346,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,451283,2008,471.0
347,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.53,392955,2008,572.0
348,Uprooted (Hardcover),Naomi Novik,4.04,227950,2015,438.0
349,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
350,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3730716,1998,341.0
351,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3781804,1937,366.0
352,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,4.58,3140961,2005,652.0
353,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2409554,1996,835.0
354,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2738000,1954,432.0
355,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1847530,2015,419.0
356,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,909979,1998,784.0
357,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,923793,1954,448.0
358,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,921142,2007,662.0
359,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,859338,1955,432.0
360,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,874241,2015,465.0
361,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.47,629105,2006,537.0
362,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.3,2796928,2005,377.0
363,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2681223,1950,206.0
364,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,909466,2012,358.0
365,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,757980,2000,1177.0
366,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,1182547,2012,432.0
367,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,712480,2005,1060.0
368,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.02,1488947,1995,399.0
369,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.94,1712396,2002,503.0
370,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.06,1034909,2018,370.0
371,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1358088,2016,624.0
372,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,635953,2011,1125.0
373,American Gods (Kindle Edition),Neil Gaiman,4.11,903828,2001,635.0
374,The Night Circus (Hardcover),Erin Morgenstern,4.02,931026,2011,400.0
375,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1951759,2007,485.0
376,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6305687,2005,498.0
377,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.06,334081,2015,400.0
378,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,454838,2010,1007.0
379,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
380,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
381,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
382,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
383,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
384,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
385,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770108,2013,432.0
386,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
387,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
388,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
389,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
390,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
391,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
392,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
393,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
394,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
395,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.01,945437,2015,388.0
396,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,451283,2008,471.0
397,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.53,392955,2008,572.0
398,Uprooted (Hardcover),Naomi Novik,4.04,227950,2015,438.0
399,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
400,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3730716,1998,341.0
401,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3781804,1937,366.0
402,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,4.58,3140961,2005,652.0
403,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2409554,1996,835.0
404,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2738000,1954,432.0
405,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1847530,2015,419.0
406,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,909979,1998,784.0
407,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,923793,1954,448.0
408,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,921142,2007,662.0
409,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,859338,1955,432.0
410,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,874241,2015,465.0
411,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.47,629105,2006,537.0
412,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.3,2796928,2005,377.0
413,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2681223,1950,206.0
414,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,909466,2012,358.0
415,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,757980,2000,1177.0
416,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,1182547,2012,432.0
417,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,712480,2005,1060.0
418,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.02,1488947,1995,399.0
419,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.94,1712396,2002,503.0
420,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.06,1034909,2018,370.0
421,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1358088,2016,624.0
422,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,635953,2011,1125.0
423,American Gods (Kindle Edition),Neil Gaiman,4.11,903828,2001,635.0
424,The Night Circus (Hardcover),Erin Morgenstern,4.02,931026,2011,400.0
425,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1951759,2007,485.0
426,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6305687,2005,498.0
427,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.06,334081,2015,400.0
428,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,454838,2010,1007.0
429,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
430,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
431,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
432,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
433,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
434,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
435,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770108,2013,432.0
436,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
437,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
438,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
439,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
440,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
441,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
442,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
443,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
444,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
445,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.01,945437,2015,388.0
446,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,451283,2008,471.0
447,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.53,392955,2008,572.0
448,Uprooted (Hardcover),Naomi Novik,4.04,227950,2015,438.0
449,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,376705,1983,228.0
450,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.43,3730716,1998,341.0
451,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,4.28,3781804,1937,366.0
452,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,4.58,3140961,2005,652.0
453,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2409554,1996,835.0
454,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.39,2738000,1954,432.0
455,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.2,1847530,2015,419.0
456,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,909979,1998,784.0
457,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.48,923793,1954,448.0
458,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,921142,2007,662.0
459,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,859338,1955,432.0
460,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,874241,2015,465.0
461,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.47,629105,2006,537.0
462,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.3,2796928,2005,377.0
463,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2681223,1950,206.0
464,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.94,909466,2012,358.0
465,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,757980,2000,1177.0
466,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,1182547,2012,432.0
467,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.16,712480,2005,1060.0
468,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,4.02,1488947,1995,399.0
469,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.94,1712396,2002,503.0
470,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.06,1034909,2018,370.0
471,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1358088,2016,624.0
472,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.33,635953,2011,1125.0
473,American Gods (Kindle Edition),Neil Gaiman,4.11,903828,2001,635.0
474,The Night Circus (Hardcover),Erin Morgenstern,4.02,931026,2011,400.0
475,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1951759,2007,485.0
476,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.64,6305687,2005,498.0
477,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.06,334081,2015,400.0
478,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,454838,2010,1007.0
479,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,4.25,710830,1990,491.0
480,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1107675,2017,703.0
481,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,590485,2016,561.0
482,Stardust (Paperback),Neil Gaiman,4.1,438109,1999,248.0
483,"Neverwhere (London Below, #1)",Neil Gaiman,4.17,514230,1996,370.0
484,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1077147,2006,448.0
485,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.35,770108,2013,432.0
486,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.55,535378,2011,994.0
487,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,429766,2007,578.0
488,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.82,573574,2013,435.0
489,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.52,657986,1955,1216.0
490,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.18,309215,1995,435.0
491,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,284548,2006,752.0
492,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,3.5,976134,2016,343.0
493,The Ocean at the End of the Lane (Paperback),Neil Gaiman,4.02,596650,2013,195.0
494,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,974146,2007,320.0
